sample_id,subject_id,split,label,attack_type,session,illumination,device,blink_count,eye_open_ratio,mouth_open_ratio,smile_ratio,head_yaw,head_pitch,head_roll,face_movement,face_stability,ear_std,mar_mean,mar_std,nose_movement,head_yaw_mean,head_pitch_mean,head_roll_mean,frame_count,valid_frame_count,face_detect_rate
S002_sess2_t1_il1_dev2,S002,test,0,live,2.0,1.0,2,3,0.22204546855369484,0.005166881359207188,0.014302783028029781,0.041689820963035924,0.1345494385689201,0.6064866014315514,1.2984971075959533,0.043858964579828984,0.029395525159485875,0.005166881359207188,0.013667479776030955,1.5225905551353047,0.059374778526438285,-0.12773883684619117,0.26681195539786867,23,23,1.0
S002_sess2_t1_il2_dev1,S002,test,0,live,2.0,2.0,1,1,0.2756821430601358,0.03850885371569659,0.03334484205895003,0.35777449654284527,0.2606573264855616,1.2777365723659668,1.456135504326236,0.05077014555387803,0.046574378172900714,0.03850885371569659,0.11977323931841864,1.706402875796967,0.0595487881608332,-0.021620624379918196,0.8882655724465355,24,24,1.0
S002_sess2_t1_il2_dev2,S002,test,0,live,2.0,2.0,2,0,0.27236260294186887,0.023813415662824595,0.03521137614101117,0.5087164892470284,0.2042284522493914,1.7845284773872954,1.5813301992014481,0.056344124529219594,0.043342226825838305,0.023813415662824595,0.08709474083058323,2.1025464657267587,0.08808004564988918,-0.0762617058594104,0.9432468169301932,30,30,1.0
S004_sess1_t1_il1_dev1,S004,valid,0,live,1.0,1.0,1,2,0.21336175867014334,0.004921696239910471,0.012251891619881605,0.041547842679108785,0.08124421303069701,0.4580210980761412,0.673604998755591,0.04558658929791525,0.020561421908696875,0.004921696239910471,0.0012636199867193043,0.6825781733689872,0.04269519267581573,0.07654455211018932,-0.33578041545954773,10,10,1.0
S004_sess1_t1_il1_dev2,S004,valid,0,live,1.0,1.0,2,2,0.1863933237252801,0.0033360954236178937,0.008572792128870148,0.06578949798883124,0.09651501687123497,0.5544630939281877,0.497733251271963,0.04267228777819919,0.02691943949839076,0.0033360954236178937,0.001694681735540489,0.5653934911332332,0.06664283195632935,0.00544801654884141,-0.18193597755640772,10,10,1.0
S004_sess1_t1_il2_dev1,S004,valid,0,live,1.0,2.0,1,1,0.24412496997788177,0.004299791048635742,0.018346200666585624,0.49548821707989005,0.1047654674976884,1.1740112340173796,0.7307553471757718,0.05317609522306495,0.060796963609309404,0.004299791048635742,0.0028924795596999026,1.2088264628581442,-0.05174974211460632,-0.06302541148233257,0.10124822433053828,11,11,1.0
S004_sess1_t1_il2_dev2,S004,valid,0,live,1.0,2.0,2,3,0.21365233169222736,0.00282264485262457,0.03504159438451432,0.43337308914097505,0.21334489015132982,0.8603733146892701,0.7779685629040286,0.05209459029697763,0.05264299217471349,0.00282264485262457,0.001515600193952631,1.0719399108914325,0.11744089265202927,-0.06856969893060569,0.13832906325716546,13,13,1.0
S004_sess2_t1_il1_dev1,S004,valid,0,live,2.0,1.0,1,2,0.2244334541536091,0.00476439580384467,0.011591617874110234,0.04230988907488009,0.06034113606423399,0.5733903342763315,0.8737005626655403,0.038734570274312985,0.025963118794760747,0.00476439580384467,0.0013503448594302885,0.8118005997568444,0.06345631208760939,-0.00954689382667349,-0.2693192286330266,17,17,1.0
S004_sess2_t1_il1_dev2,S004,valid,0,live,2.0,1.0,2,1,0.20968871560906502,0.003014343276996085,0.0075404516525394575,0.05006771300604431,0.08485832025892266,0.33551971130538477,1.0010939755029384,0.04746871255162669,0.012871361603431703,0.003014343276996085,0.0014033758696853885,1.150200769950134,0.07455653389954764,-0.08385432354428046,0.1183733447087936,17,17,1.0
S004_sess2_t1_il2_dev1,S004,valid,0,live,2.0,2.0,1,1,0.248036350805219,0.005795455006965941,0.022784663762041087,0.4539439234690595,0.12149761135326619,0.723711359276025,1.3249636378869878,0.05757451733100689,0.05603964176734347,0.005795455006965941,0.005557826307791988,2.0096101394272825,0.0008816187242826952,-0.13536110912274543,-0.3189892063091037,22,22,1.0
S004_sess2_t1_il2_dev2,S004,valid,0,live,2.0,2.0,2,6,0.22675750534053662,0.003994207301542853,0.033860993490319624,0.48965446680995656,0.20885538183011992,0.8443196653495757,1.3393395692007182,0.05340807391591835,0.04672016569067054,0.003994207301542853,0.0025469872421411657,2.1261074503331496,-0.0038773703726240555,-0.14415567669275953,0.1770991730770732,25,25,1.0
S005_sess1_t1_il1_dev1,S005,train,0,live,1.0,1.0,1,0,0.2819440399566907,0.054987962721147886,0.011299430959815563,0.04296160286620744,0.04720383890582059,0.33591003066706243,0.23819001400413792,0.033053247531344386,0.020728406857695187,0.054987962721147886,0.06661652388207633,0.30332825531837493,-0.0058508800914769035,0.2519011202851388,-0.16148850618300242,7,7,1.0
S005_sess1_t1_il1_dev2,S005,train,0,live,1.0,1.0,2,1,0.28663196031745636,0.039916112862599905,0.008147814225586393,0.03931108362131529,0.07820322341250073,0.5079073055222164,0.52428841733309,0.038257063246110834,0.04660141564886454,0.039916112862599905,0.04782868865003369,0.5836141739969823,0.01246201973172745,0.21473529913403233,-0.002591062791855022,10,10,1.0
S005_sess1_t1_il2_dev1,S005,train,0,live,1.0,2.0,1,1,0.26281071184324956,0.1271697407939166,0.05455886290206992,0.414460895420582,0.3054123712789795,0.29885143757589544,0.5611232565632078,0.04518303838288435,0.0558707922847829,0.1271697407939166,0.06052988375985342,0.8941145297375211,-0.012923140242337818,0.16329533619456885,-0.3205053578298277,9,9,1.0
S005_sess1_t1_il2_dev2,S005,train,0,live,1.0,2.0,2,1,0.32122826725735554,0.15637877001969103,0.062468452029736325,0.8663843991143183,0.2490048759824291,1.1208344505000076,0.860640898262196,0.05548683078858127,0.1528277372090041,0.15637877001969103,0.07276106395443578,1.5487497328458335,0.19490693897589403,0.24481472842659005,0.2663032437311071,11,11,1.0
S005_sess2_t1_il1_dev1,S005,train,0,live,2.0,1.0,1,0,0.2755984368974977,0.04890231964720188,0.010140085612218712,0.131054428944453,0.06356993267412907,0.39542220467187805,0.7214072901626601,0.03970846789358327,0.03055879152330072,0.04890231964720188,0.04478117725775194,0.9353320806131052,0.08516779828257415,0.23100704214298304,0.09756383968602998,14,14,1.0
S005_sess2_t1_il1_dev2,S005,train,0,live,2.0,1.0,2,0,0.30636488052730354,0.04340529685652033,0.009469567269371001,0.03942744517247947,0.07827789525984685,0.3658386369871019,0.7542214577935913,0.03821867130779159,0.04065297449120806,0.04340529685652033,0.04011280837635167,0.6970378030587581,0.0399024800011959,0.13455494520026023,-0.10491455786148385,15,15,1.0
S005_sess2_t1_il2_dev1,S005,train,0,live,2.0,2.0,1,1,0.27381716495850633,0.1499831011343345,0.05640925526709292,0.39738486548565116,0.33360026150499555,0.44443026389754187,1.605329357799105,0.06432856221462126,0.05413384489170599,0.1499831011343345,0.0642769485581431,2.0894760069508265,-0.005191390985473165,0.06969127015375827,-0.02382099179087483,21,21,1.0
S005_sess2_t1_il2_dev2,S005,train,0,live,2.0,2.0,2,3,0.31326910001508707,0.17098300685166887,0.06901755663407007,0.691146437141888,0.3611000956722717,0.6953464231379273,1.5120835274291904,0.06886504251507443,0.13704923128176108,0.17098300685166887,0.07360533273083618,2.241705098709616,0.25131164057402466,0.12508004052421903,-0.08581729655529233,22,21,0.9545
S008_sess1_t1_il1_dev1,S008,train,0,live,1.0,1.0,1,0,0.24360382502232258,0.012619220939269664,0.020728727586423558,0.029843885308833612,0.23365124062338635,0.39279327973727185,0.5777743466219101,0.04571731594296414,0.035150366702833016,0.012619220939269664,0.011361892171573127,0.6632685477005982,0.02366674309452983,-0.125103315060592,0.023492444271422677,11,11,1.0
S008_sess1_t1_il1_dev2,S008,train,0,live,1.0,1.0,2,0,0.2636821335371975,0.005146350679872435,0.013285957655882003,0.08897148281068616,0.23544701570463517,0.3816751313949982,0.40278785456988353,0.045549625649406685,0.03406703191332378,0.005146350679872435,0.0032305492487660326,0.731099677997899,-0.015311456197824206,0.019468860187224473,-0.1428493852791745,9,9,1.0
S008_sess1_t1_il2_dev1,S008,train,0,live,1.0,2.0,1,0,0.24955668510711668,0.017735056036204788,0.034812488328867866,0.549644345020325,0.14941701135360905,2.1783535510081964,0.6059817969879646,0.04530411796638602,0.028819655439778862,0.017735056036204788,0.03872851048849776,1.4658796407264993,-0.09347997330261391,-0.08052738295861371,-0.8855130664900536,11,11,1.0
S008_sess1_t1_il2_dev2,S008,train,0,live,1.0,2.0,2,0,0.27672904093246065,0.02743427116564824,0.043120243173902256,0.4564739381077684,0.11918362244121604,1.7696603634206844,0.462834443379193,0.04604525126024998,0.03181264225990922,0.02743427116564824,0.03283307496137411,1.1418220600567013,0.0890694393019529,0.046106628217798075,-1.0345449065612122,11,11,1.0
S008_sess2_t1_il1_dev1,S008,train,0,live,2.0,1.0,1,1,0.2580844174056752,0.010089584995277942,0.015501396178630219,0.04882347831361616,0.17513253412014954,0.4568752163437603,0.9138748652772083,0.042420806526634415,0.03906626987181858,0.010089584995277942,0.009406997359007364,1.1027249825289531,0.041266892148189335,-0.06218224691066048,-0.272080542967225,16,16,1.0
S008_sess2_t1_il1_dev2,S008,train,0,live,2.0,1.0,2,1,0.2553161671152943,0.0126821783288872,0.02103568572156712,0.10005387010378582,0.20049000822484211,0.8747301213410379,0.9408950689809437,0.04944177273445315,0.03801721377732768,0.0126821783288872,0.026467492256912507,1.3576512306239354,0.004589142394722366,-0.03448293552164459,-0.7702645890125862,17,17,1.0
S008_sess2_t1_il2_dev1,S008,train,0,live,2.0,2.0,1,4,0.23857763200430754,0.04632390167816744,0.04843779713620308,0.5878429009274797,0.08492187705105388,1.827563557653632,1.549261732855705,0.05743070431375651,0.055043735596247964,0.04632390167816744,0.09889483131465836,1.9154043587824165,-0.1327982267032692,-0.11006508137457092,-0.5806304270932794,19,19,1.0
S008_sess2_t1_il2_dev2,S008,train,0,live,2.0,2.0,2,1,0.2810182737777017,0.04975666689465728,0.030498895077204987,0.6590121958779818,0.1688447373844952,1.4384100805522093,1.2007659582288008,0.051739250092716675,0.060872183898911005,0.04975666689465728,0.10149495646261068,2.439088000628757,-0.17025694554048512,-0.07919020557328697,-0.35438093756368216,20,20,1.0
S009_sess1_t1_il1_dev1,S009,valid,0,live,1.0,1.0,1,0,0.274241852112769,0.0342889790878943,0.010790065104107448,0.04532928245269845,0.02730145164324937,0.40715342220209016,0.3088763356594453,0.03762563554201427,0.011737461349327438,0.0342889790878943,0.05184794695029247,0.307094096503829,-0.001238045318106738,0.03568345669386419,-0.6293873533868866,7,7,1.0
S009_sess1_t1_il1_dev2,S009,valid,0,live,1.0,1.0,2,0,0.27978632839972434,0.05597463174250302,0.009109173573242452,0.0713107690926594,0.046737794020871616,0.8803949316553787,0.4030862225762288,0.03269748639297683,0.02018375827138524,0.05597463174250302,0.05944767407643603,0.4105453333715763,0.09289047480176776,0.019338960392424196,-0.6988992051410068,9,9,1.0
S009_sess1_t1_il2_dev1,S009,valid,0,live,1.0,2.0,1,0,0.33201359823489823,0.14571396393939534,0.03699174608866162,0.5339862009199213,0.0986522076026684,1.5627097208403928,0.24046818464442854,0.04853692302199226,0.038973094781768115,0.14571396393939534,0.10571597939323339,0.33721515794953827,-0.2489373397647921,-0.030579932587515502,0.23139072159632126,5,5,1.0
S009_sess1_t1_il2_dev2,S009,valid,0,live,1.0,2.0,2,0,0.30332023513917605,0.06979010228869229,0.019973878551713013,0.5192858561004219,0.07011755883492592,1.171899995449884,0.754394815954138,0.053479464338153995,0.035329140382733236,0.06979010228869229,0.09530483823152057,0.9868375020798015,-0.022789142579837957,0.0534793268763593,0.08609011559715453,10,10,1.0
S009_sess2_t1_il1_dev1,S009,valid,0,live,2.0,1.0,1,0,0.28275345124065987,0.0463675737638537,0.006247580100619164,0.06829783233081678,0.04790772536055635,0.6250557542971379,0.5601419633217493,0.0377382691736086,0.01949657277690992,0.0463675737638537,0.04810800761089484,0.6445650538864911,0.0287146750162668,-0.03558401579370785,-0.17029099033961592,12,12,1.0
S009_sess2_t1_il1_dev2,S009,valid,0,live,2.0,1.0,2,0,0.2866392823096508,0.04876927111737728,0.008797818948057005,0.08432157152523576,0.026856601763192694,0.7067173433647995,0.8558670636434115,0.034270408944892125,0.015424601770297227,0.04876927111737728,0.06412241858132438,0.7741757177130921,0.09733315385241155,-0.06300168853289309,-0.6161575319076157,20,20,1.0
S009_sess2_t1_il2_dev1,S009,valid,0,live,2.0,2.0,1,0,0.32587199565551983,0.137536527668341,0.044495070208288,0.6462802921763834,0.13479996077795092,2.0207774071471323,0.8753411933484494,0.05847303841192327,0.029402190389395077,0.137536527668341,0.1115935739747879,1.5900994124628902,-0.07991541767349446,-0.1286594493617405,-0.06965687188237565,12,12,1.0
S009_sess2_t1_il2_dev2,S009,valid,0,live,2.0,2.0,2,0,0.29361381462297387,0.0824880523883855,0.02125875742610509,0.4825988597766276,0.05329094844854145,0.8639409921409394,1.3447995355792497,0.05180440353871753,0.025203954521325234,0.0824880523883855,0.10285370937805097,1.9227514735977533,-0.0130528007862661,-0.02328355040660053,0.5150101515270895,20,20,1.0
S010_sess1_t1_il1_dev1,S010,valid,0,live,1.0,1.0,1,0,0.27229280602980155,0.003351473527952868,0.009275890264617498,0.05126723916310621,0.02972869743284326,0.26160601057081384,0.46819318831365875,0.04473420794580661,0.017004864541398886,0.003351473527952868,0.0012986655083133082,0.35994126625229556,0.024500210044100648,0.28765476851526983,0.3413679679995426,8,8,1.0
S010_sess1_t1_il1_dev2,S010,valid,0,live,1.0,1.0,2,0,0.27767088694426,0.002740943596062316,0.005404290814545204,0.05229827808602188,0.08918631254514021,0.4769908381195516,0.5836266492338644,0.03717719526302465,0.020984769591141216,0.002740943596062316,0.0013798922320571606,0.8787365493106127,0.02634001419882644,0.2844624946099287,0.13230254788200888,10,10,1.0
S010_sess1_t1_il2_dev1,S010,valid,0,live,1.0,2.0,1,0,0.29484333748718117,0.005547472947004209,0.009635195918079821,0.3589692331760935,0.04884296967402057,0.421341848736425,0.49616646461822245,0.04379427738136559,0.025484286062935464,0.005547472947004209,0.00237095304797853,1.2692919264849514,0.08069564859394411,0.3034325833923673,0.24878986132720382,9,9,1.0
S010_sess1_t1_il2_dev2,S010,valid,0,live,1.0,2.0,2,0,0.2813292677330571,0.01963533511060996,0.0063815081191219624,0.24817938239860568,0.08205579362869221,0.4708946074236048,0.6146224678130995,0.047987602422109074,0.025424778870667266,0.01963533511060996,0.04364680690575093,0.9198333110596362,0.076302659547222,0.311768208571594,0.011306245544018855,10,10,1.0
S010_sess2_t1_il1_dev1,S010,valid,0,live,2.0,1.0,1,0,0.2783968376005807,0.004084072827488251,0.008803608729609511,0.06815679072972287,0.07493890661196291,0.44207480539699223,0.630872772648176,0.028884327367983437,0.0259289392940385,0.004084072827488251,0.001191355491195431,1.037819747314247,0.0033091405216360706,0.16726212767222212,0.5387221720253369,17,17,1.0
S010_sess2_t1_il1_dev2,S010,valid,0,live,2.0,1.0,2,1,0.26895714506842944,0.003002106035830215,0.007446535050878517,0.04728333037968848,0.0640339287942717,0.36191295868448614,1.0060380801037132,0.04228957838491913,0.02557910278759187,0.003002106035830215,0.0018913282670020859,1.0514373211495196,0.04187605938476329,0.17493615708383115,0.11360809263125621,22,22,1.0
S010_sess2_t1_il2_dev1,S010,valid,0,live,2.0,2.0,1,1,0.28441661128579665,0.023476719395742106,0.009801295150465189,0.3338442630474989,0.07149705733671147,0.7646132801664784,0.6125892085301607,0.031180902166993228,0.05749749461157999,0.023476719395742106,0.07107638940462603,1.5780937236423402,0.03243868994373729,0.1915175962377365,0.7409172295204768,20,19,0.95
S010_sess2_t1_il2_dev2,S010,valid,0,live,2.0,2.0,2,0,0.2943202930567754,0.034039655755113016,0.013497236942384168,0.34961140081818043,0.07219921497733171,0.7020086104716688,1.501253531304894,0.06494274399456758,0.03251116304129921,0.034039655755113016,0.08012613596128294,1.9912715829703294,0.022502256611106324,0.21007854411482357,0.44177596433269334,21,20,0.9524
S012_sess1_t1_il1_dev1,S012,test,0,live,1.0,1.0,1,0,0.27282848121274755,0.006271097019328935,0.016216334635024948,0.03404796996801284,0.04769193841586587,0.22973545064897824,0.3100811873833637,0.03724540733239094,0.009298705988869666,0.006271097019328935,0.004366383373240404,0.4219028727363777,0.06886796045453622,0.02371989992406017,-0.260344656979128,7,7,1.0
S012_sess1_t1_il1_dev2,S012,test,0,live,1.0,1.0,2,0,0.2890169791709199,0.02093469671579754,0.011780472346881387,0.04365624802720429,0.04800009068798427,0.37616033923053016,0.5275584947400971,0.04951395618920246,0.02406310860516939,0.02093469671579754,0.028776761923780824,0.5074661838691314,0.08728094076647731,0.054069072518712645,-0.19689743743355295,7,7,1.0
S012_sess1_t1_il2_dev1,S012,test,0,live,1.0,2.0,1,1,0.26396308905318283,0.044910050221383994,0.025139026534429013,0.678118732385838,0.07208548299935463,0.8577057456111399,0.33268820967609514,0.04703980860988717,0.06219055977199868,0.044910050221383994,0.07054373448795373,0.7208337521750591,0.10363664867214542,0.10409492607045404,0.3993202054870645,7,7,1.0
S012_sess1_t1_il2_dev2,S012,test,0,live,1.0,2.0,2,3,0.252144592160961,0.061269192775866635,0.028398994385516334,0.5217916014851346,0.27607667927043106,0.8138555613942111,0.46374255919542,0.041249364910476226,0.09031881876065229,0.061269192775866635,0.08817710879544911,1.1911321500908127,-0.017235453685629072,0.04955665961690439,-0.14105474552126473,9,9,1.0
S012_sess2_t1_il1_dev1,S012,test,0,live,2.0,1.0,1,1,0.2746755144394592,0.004720792997366024,0.011397419681822242,0.041142986075214806,0.029783099757525234,0.4868793995084669,0.5962608774245315,0.03259992603638008,0.05800097612823799,0.004720792997366024,0.0032531483687483777,0.6207648312081289,0.05820993133536181,-0.04298293808935384,-0.11730377164137934,15,15,1.0
S012_sess2_t1_il1_dev2,S012,test,0,live,2.0,1.0,2,0,0.2917543007095084,0.038135210653733966,0.008326150787235512,0.03162238588363986,0.045723129094445675,0.5078406117147917,0.7709734149184818,0.042674627737041684,0.016019297377614834,0.038135210653733966,0.06310181200334236,0.8441314374109021,0.08927273865782741,0.0008170450198563253,-0.18282664430220769,14,14,1.0
S012_sess2_t1_il2_dev1,S012,test,0,live,2.0,2.0,1,2,0.27326835460692445,0.030812303985687402,0.021787582017885346,0.7367539828354244,0.10970748215558872,0.5027130441985456,0.5759262719154401,0.030536892665319084,0.09018724081955605,0.030812303985687402,0.0738015041750581,1.520435286768658,0.09682546315329489,-0.008379027201523588,-0.23404602638519784,17,17,1.0
S012_sess2_t1_il2_dev2,S012,test,0,live,2.0,2.0,2,3,0.2794096176473884,0.0750699612321277,0.020546964165668063,0.8321773284272267,0.3132235279404401,1.2765902744649598,1.2973577216721308,0.057837520824296926,0.09258889067808361,0.0750699612321277,0.12189184998358406,4.230262872553037,-0.08668014083011355,-0.05491285844636748,0.7029431924943582,19,19,1.0
S013_sess1_t1_il1_dev1,S013,test,0,live,1.0,1.0,1,0,0.24767933114707125,0.001784065641462067,0.008780994509745368,0.02742646253025115,0.024266970485954924,0.2686013929839812,0.5003516786459531,0.048012099825920355,0.007316734751818359,0.001784065641462067,0.0008406123309040593,0.5581848225477996,0.06163695037576865,-0.11644996645467287,-0.4052365820297129,10,10,1.0
S013_sess1_t1_il1_dev2,S013,test,0,live,1.0,1.0,2,0,0.25644319224736084,0.0019815794924980556,0.013828138180312264,0.02045098791626972,0.04169917424475022,0.5266290947959676,0.6688145086651094,0.04501981959099308,0.019057749811108436,0.0019815794924980556,0.0007784144591922552,0.743585464365208,0.06566954128444467,-0.08576526712584857,-0.2834108966710883,13,13,1.0
S013_sess1_t1_il2_dev1,S013,test,0,live,1.0,2.0,1,2,0.21364704600169093,0.05643659792415796,0.05206234824017502,0.32024039815123134,0.11061707580793737,0.6931082362875179,0.47068246602135577,0.0469818873853548,0.046524766915593666,0.05643659792415796,0.07442988783021731,0.5733123007147043,-0.061282031388345565,0.11178483149437726,-0.047121368829310964,9,9,1.0
S013_sess1_t1_il2_dev2,S013,test,0,live,1.0,2.0,2,2,0.23423980363597588,0.19639130387739154,0.04111567615366648,0.5174155613612742,0.1124463278314587,3.2779237878997693,0.29260284747424864,0.03983999006293126,0.05984329752060801,0.19639130387739154,0.0858094468533329,1.4436740860975898,0.05282316253543537,0.041326524507708844,-1.9207525406984038,11,11,1.0
S013_sess2_t1_il1_dev1,S013,test,0,live,2.0,1.0,1,1,0.2377366254669796,0.0020223520701654184,0.012156580425747254,0.02054931753197492,0.039114802077769815,0.26946297777939876,0.7311654314699492,0.04034755061652649,0.03913709086078592,0.0020223520701654184,0.0009685253701268168,0.8886119680371424,0.043145800535443965,-0.1969245289973189,-0.5324777397674636,18,18,1.0
S013_sess2_t1_il1_dev2,S013,test,0,live,2.0,1.0,2,1,0.2606110894186131,0.0027845016578955228,0.013220923870402627,0.0299775323045705,0.030931270483411138,0.5216154180483696,1.076072609402006,0.03815011252086012,0.031382113146318065,0.0027845016578955228,0.0009511405212836672,1.1132431810277268,0.060088163577787235,-0.158020164170343,-0.4163632912854418,24,24,1.0
S013_sess2_t1_il2_dev1,S013,test,0,live,2.0,2.0,1,3,0.23495062864711538,0.0391391640651694,0.053038018932700826,0.4445960447459687,0.1010003382615303,2.7219208988599126,1.1314845448573372,0.04807570403131633,0.049445801692287995,0.0391391640651694,0.0704600822677112,1.843164629561914,-0.02610866093539685,0.00041937539467877245,-1.8477037206811946,19,19,1.0
S013_sess2_t1_il2_dev2,S013,test,0,live,2.0,2.0,2,1,0.24495010086145533,0.19855052928596023,0.04070297017939466,0.4685744009840473,0.09767898684540377,2.0586720179764235,1.614604522036959,0.0592946461591885,0.0365107978728227,0.19855052928596023,0.1073307420669476,2.638063726658255,0.06772611936297057,-0.02780188274351896,-1.0821301120931983,23,23,1.0
S015_sess1_t1_il1_dev1,S015,train,0,live,1.0,1.0,1,0,0.2525083364481814,0.0017439545852022383,0.009330720518380724,0.04520368128935375,0.048536453920156715,1.7436505790283847,0.446821460795233,0.03707090306537891,0.013138200198318215,0.0017439545852022383,0.0005642370572509674,0.4844652146820137,-0.09898490435189453,0.03317769880088547,-2.165133460586066,9,9,1.0
S015_sess1_t1_il1_dev2,S015,train,0,live,1.0,1.0,2,0,0.2533884238636154,0.0016301890525176014,0.009364474994056807,0.0449581622620604,0.06512254982401265,1.5296813842044437,0.529717125206123,0.0512545676430243,0.01642963585689026,0.0016301890525176014,0.0009735084586474582,0.5365763823138461,-0.04982627400545307,0.0037954301712880565,-0.3903952083854515,10,10,1.0
S015_sess1_t1_il2_dev1,S015,train,0,live,1.0,2.0,1,0,0.26858052638567104,0.12440449276743032,0.034497601281148565,0.15525746494657913,0.08483188317767945,1.310393359163894,0.9117399373892134,0.06872675360382532,0.03012206543192855,0.12440449276743032,0.1753622878254043,1.023516649900797,-0.04786146411019029,-0.03975109856078437,-1.1936875261858462,9,9,1.0
S015_sess1_t1_il2_dev2,S015,train,0,live,1.0,2.0,2,2,0.24744311926525978,0.11390412455998661,0.0164158706285727,0.18803896225262565,0.09649322935838345,3.229214756548023,0.9607430984604206,0.08361861184310655,0.05940062751140739,0.11390412455998661,0.21052627307071228,1.297172888378029,-0.03091738625557154,-0.07414878513852591,0.04709708033224949,9,9,1.0
